Order,Text,AUDIOTEXT,TXTGRDTXT,StartTime,EndTime,stem,,LogFrqHAL,Close Brackets 3,Close Brackets Truncated,TDP,BUP,TDX,BUX,TDXStack,BUXStack,TDPennStack,BUPennStack,LexFunc,POS,EARLYX_SURPRISAL,Ngram Text,Ngram POS,2-gram lex,3-gram lex,2-gram pos,3-gram pos,Break Strength (post-word),Word,StartTimeCorrected,EndTimeCorrected,,TB-word,TB-arclabel,,TB-full-word,TB-full-arclabel
1058,my,my,my,"372,8673","373,0407",,,"14,39",2,2,2,3,5,4,5,17,6,6,0,minor,"5,412273517",my,PRP$,"2,908334759","2,798877229","7,84549724","3,381091634",2,my,372.9104485708373,373.108459358958,,my,NMOD,,my,NMOD
1059,ears,ears,ears,"373,0407","373,3219",,,"9,41",1,1,3,2,9,4,5,20,7,6,1,NN,"6,892614347",ears,NNS,"7,747832554","5,383848863","2,077151809","3,05917687",1,ears,373.108459358958,373.3486691674979,,ears,NMOD,,ears,NMOD
1060,and,and,and,"373,3219","373,4597",,,"16,19",1,1,2,2,2,5,5,19,6,7,0,minor,"2,645471134",and,CC,"2,073733545","2,798877229","2,743301372","2,158984186",1,and,373.3486691674979,373.47202015026164,,and,NMOD,,and,NMOD
1061,whiskers,whiskers,whiskers,"373,4597","373,9147",,,"6,08",3,3,2,4,8,4,4,22,5,8,1,NN,"6,093749896",whiskers,NNS,"9,503338675","3,798890531","4,998870617","1,987502935",3,whiskers,373.47202015026164,373.9102407469222,,whiskers,VMOD,,whiskers,VMOD
1062,how,how,how,"374,0703","374,202",,,"13,52",1,1,7,3,8,15,4,17,10,7,0,minor,"7,025317308",how,WRB,"3,474803226","3,798890531","6,622462973","6,188453067",1,how,373.9102407469222,374.2951359762902,,how,NMOD,,how,NMOD
1063,late,late,late,"374,202","374,4596",,,"10,92",2,2,2,3,1,1,3,18,9,8,1,JJ|RB,"8,428381098",late,JJ,"7,977311346","2,798877229","3,47460391","3,866524987",1,late,374.2951359762902,374.4671781364607,,late,AMOD,,late,AMOD
1064,it,it,it's,"374,4596","374,7085",,,"15,37",2,2,4,3,5,4,3,19,9,8,0,minor|NN,"3,725436715",it,PRP,"4,47480324","2,798877229","4,335846988","0,6644088725",2,it 's,374.4671781364607,374.7366026514446,,it,SUB,,it,SUB
1065,is,s,,,,,,"15,68",1,1,3,2,4,1,5,20,9,9,0,VB,"4,314166303",'s,VBZ,"3,385310483","2,798877229","4,123077494","3,969172565",,,,,,'s,SBAR,,'s,SBAR
1066,getting,getting,getting,"374,7085","375,1197",,,"11,99",5,5,3,6,32,56,3,25,8,10,1,VB|NN,"7,797014168",getting,VBG,"7,373849889","6,158821469","5,45101825","4,756336646",4,getting,374.7366026514446,375.16647312401597,,getting,VC,,getting,VC
1067,she,She,She,"375,6388","375,8423",,,"13,1",2,2,4,4,6,2,3,2,7,9,0,minor,"5,910454951",she,PRP,"4,969006483","4,969006483","2,088240405","2,088240405",1,she,375.62402380516517,375.8577414567175,,She,SUB,,She,SUB
1068,was,was,was,"375,8423","376,0099",,,"14,56",1,1,3,2,3,1,4,3,8,9,0,VB,"3,26666756",was,VBD,"3,307829832","2,894528826","1,639557543","1,76246556",2,was,375.8577414567175,376.0005689104439,,was,VMOD,,was,VMOD
1069,close,close,close,"376,0099","376,3452",,,"11,35",1,1,3,2,7,6,3,5,8,10,1,VB,"8,104239639",close,JJ,"8,275354735","8,606218773","5,317244205","5,069926658",2,close,376.0005689104439,376.37711401572267,,close,VMOD,,close,VMOD
1070,behind,behind,behind,"376,3452","376,7617",,,"11,08",1,1,3,2,6,3,4,7,8,11,0,minor|NN,"7,365800295",behind,IN,"3,049380504","1,325934311","3,225216802","3,743314674",1,behind,376.37711401572267,376.77962774895167,,behind,AMOD,,behind,AMOD
1071,it,it,it,"376,7617","376,8959",,,"15,37",4,4,3,5,4,4,3,8,7,12,0,minor|NN,"3,077072175",it,PRP,"3,049380504","4,383848849","2,127761383","1,520170769",3,it,376.77962774895167,376.9224552026781,,it,PMOD,,it,PMOD
1072,when,when,when,"376,8959","377,0157",,,"13,76",2,2,4,3,7,13,2,3,7,11,0,minor,"5,650326648",when,WRB,"8,968541471","4,383848849","7,762482257","10,31657989",2,when,376.9224552026781,377.0522983424294,,when,VMOD,,when,VMOD
1073,she,she,she,"377,0157","377,2072",,,"13,1",2,2,4,3,2,1,2,4,7,12,0,minor,"3,389849334",she,PRP,"2,020303653","3,798890531","1,093186741","0,7018835433",2,she,377.0522983424294,377.25030913055014,,she,SUB,,she,SUB
1074,turned,turned,turned,"377,2072","377,5065",,,"10,84",1,1,3,2,7,5,2,6,7,13,1,VB|JJ,"6,375913692",turned,VBD,"8,46267826","7,046806068","1,639557543","1,138946301",1,turned,377.25030913055014,377.5132414885465,,turned,SBAR,,turned,SBAR
1075,the,the,the,"377,5065","377,5784",,,"16,96",1,1,3,2,9,6,3,8,7,14,0,minor,"2,683684107",the,DT,"5,889844951","4,383848849","2,245693153","2,991921114",1,the,377.5132414885465,377.59439345089106,,the,NMOD,,the,NMOD
1076,corner,corner,corner,"377,5784","378,0333",,,"10,05",7,7,2,8,8,18,2,10,6,15,1,NN|VB,"7,476517293",corner,NN,"12,55961218","2,798877229","1,118174284","1,504428152",4,corner,377.59439345089106,378.0228758120703,,corner,OBJ,,corner,OBJ
1077,but,but,but,"378,3446","378,4883",,,"14,57",1,1,3,3,2,0,2,1,4,9,0,minor,"4,687872618",but,CC,"3,889844922","2,798877229","3,144905869","3,148749339",2,but,378.38783544263464,378.5144325038922,,but,VMOD,,but,VMOD
1078,the,the,the,"378,4883","378,5961",,,"16,96",1,1,4,2,6,3,3,3,5,10,0,minor,"2,619556515",the,DT,"3,594957365","2,798877229","2,8152643","2,668866929",1,the,378.5144325038922,378.621553094187,,the,NMOD,,the,NMOD
1079,rabbit,Rabbit,Rabbit,"378,5961","378,9672",,,"8,66",2,2,2,3,4,3,2,5,4,11,1,NN|VB,"5,383266119",rabbit,NNP,"6,278909169","6,606218745","2,752831983","2,79076508",1,rabbit,378.621553094187,378.949407022059,,Rabbit,SUB,,Rabbit,SUB
1080,was,was,was,"378,9672","379,1947",,,"14,56",1,1,3,2,3,3,3,4,5,11,0,VB,"3,884290359",was,VBD,"5,275354692","7,191210282","2,136793706","2,142999068",1,was,378.949407022059,379.1831246736113,,was,VMOD,,was,VMOD
1081,no,no,no,"379,1947","379,4222",,,"13,96",1,1,3,2,8,6,3,6,5,12,0,minor|RB,"5,716134568",no,RB,"5,355080966","3,798890531","2,752805408","2,188017837",1,no,379.1831246736113,379.43631879612633,,no,AMOD,,no,AMOD
1082,longer,longer,longer,"379,4222","379,7454",,,"11,2",2,2,2,3,1,1,2,7,4,13,1,JJ|RB,"8,444109543",longer,RB,"8,381689653","5,968807182","2,913423953","2,471248748",1,longer,379.43631879612633,379.8063717444175,,longer,PRD,,longer,PRD
1083,to,to,to,"379,7454","379,9131",,,"16,35",1,1,4,2,8,6,2,9,4,13,0,minor,"3,230027348",to,TO,"3,474803226","2,798877229","5,503504713","4,561140151",0,to,379.8063717444175,379.9524452766377,,to,VMOD,,to,VMOD
1084,be,be,be,"379,9131","380,0544",,,"14,95",1,1,3,2,2,1,2,10,4,14,0,VB,"4,961836657",be,VB,"3,804836782","2,798877229","0,7199282567","0,9121748794",2,be,379.9524452766377,380.09851880885793,,be,VMOD,,be,AMOD
1085,seen,seen,seen,"380,0544","380,5357",,,"11,99",8,0,3,9,12,23,3,12,3,15,1,VB,"8,554812171",seen,VBN,"6,961266419","6,026376196","4,617214298","4,5348637",4,seen,380.09851880885793,380.53024724853094,,seen,VC,,seen,VC
1086,she,she,she,"381,0026","381,242",,,"13,1",2,2,6,4,5,2,2,2,2,9,0,minor,"3,925437067",she,PRP,"5,796731306","3,798890531","4,129189841","3,668006564",1,she,381.0009286301294,381.20930350829514,,she,SUB,,she,SUB
1087,found,found,found,"381,242","381,5414",,,"12,21",1,1,3,2,4,1,4,3,3,10,1,VB|NN,"6,863495342",found,VBD,"5,530213015","2,798877229","1,639557543","4,39856499",2,found,381.20930350829514,381.55338782863606,,found,ROOT,,found,ROOT
1088,herself,herself,herself,"381,5414","382,0442",,,"9,88",2,2,3,3,12,11,2,6,2,11,0,minor,"5,565374438",herself,PRP,"2,41648012","2,148666277","3,83357146","3,521044465",3,herself,381.55338782863606,382.0792525446288,,herself,OBJ,,herself,OBJ
1089,in,in,in,"382,0442","382,164",,,"15,9",1,1,3,2,9,5,3,9,2,12,0,minor|RB|JJ,"3,615924752",in,IN,"3,569112764","2,910895966","4,592565591","3,197840793",1,in,382.0792525446288,382.16689666396087,,in,VMOD,,in,VMOD
1090,a,a,a,"382,164","382,2245",,,"16,18",1,1,4,2,5,4,3,10,7,13,0,minor|NN,"2,776565501",a,DT,"1,924276678","1,371059383","1,448510136","1,412377524",1,a,382.16689666396087,382.30323196069975,,a,NMOD,,a,NMOD
1091,long,long,long,"382,2245","382,7147",,,"12,52",1,1,2,2,1,1,5,11,6,14,1,JJ|RB|NN|VB,"5,918392226",long,JJ,"5,701890259","9,383848921","2,425519086","2,414520182",1,long,382.30323196069975,382.76742118531064,,long,NMOD,,long,NMOD
1092,low,low,low,"382,7147","383,1218",,,"11,36",1,1,3,3,2,1,5,12,4,16,1,JJ|NN|RB|VB,"6,973531053",low,JJ,"6,844035577","6,383848878","3,786167546","3,237331874",1,low,382.76742118531064,383.105013348664,,low,NMOD,,low,NMOD
1093,hall,hall,hall,"383,1218","383,5408",,,"10,42",2,2,2,3,1,1,4,13,3,17,1,NN,"6,081790041",hall,NN,"5,697206341","2,798877229","1,281995168","0,705457938",4,hall,383.105013348664,383.54972610231215,,hall,PMOD,,hall,PMOD
1094,which,which,which,"383,5408","383,8641",,,"13,8",2,2,5,4,2,3,4,12,2,15,0,minor,"6,173725534",which,WDT,"5,059761559","2,798877229","6,127196713","5,463409041",1,which,383.54972610231215,383.89999945065335,,which,NMOD,,which,NMOD
1095,was,was,was,"383,8641","384,0557",,,"14,56",1,1,4,2,14,12,4,14,2,16,0,VB,"4,335848737",was,VBD,"2,446227986","2,798877229","1,28155003","0,5516393794",1,was,383.89999945065335,384.143455337687,,was,SBAR,,was,SBAR
1096,lit,lit,lit,"384,0557","384,2951",,,"8,59",1,1,3,2,14,10,4,18,3,17,1,VB|JJ,"10,99048123",lit,VBN,"10,4134141","5,968807182","4,133807321","2,393761454",1,lit,384.143455337687,384.34146612580776,,lit,VC,,lit,VC
1097,up,up,up,"384,2951","384,5226",,,"13,74",2,2,3,3,1,1,3,19,2,18,0,minor|VB|JJ|RB,"4,075388249",up,RP,"1,889851537","2,798877229","3,598677925","3,6081122",3,up,384.34146612580776,384.50052397200307,,up,VMOD,,up,VMOD
1098,by,by,by,"384,6782","384,8698",,,"14,4",1,1,3,2,3,2,4,19,2,19,0,minor|RB,"4,645481415",by,IN,"5,963658193","2,798877229","1,512576841","1,379955506",1,by,384.7320805274664,384.87490798119285,,by,VMOD,,by,VMOD
1099,a,a,a,"384,8698","384,9776",,,"16,18",1,1,4,2,5,4,4,20,3,20,0,minor|NN,"2,71955262",a,DT,"5,584692636","4,383848849","1,448510136","0,9916619749",1,a,384.87490798119285,384.9365834725747,,a,NMOD,,a,NMOD
1100,row,row,row,"384,9776","385,2529",,,"9,55",2,2,2,3,5,3,4,22,2,21,1,NN|VB,"8,157142751",row,NN,"9,037205724","3,798890531","1,118174284","0,8243397787",1,row,384.9365834725747,385.2514530864716,,row,PMOD,,row,PMOD
1101,of,of,of,"385,2529","385,3487",,,"16,21",1,1,3,2,3,1,5,23,2,21,0,minor,"3,48769146",of,IN,"0,7518054787","1,325934311","2,064794236","1,877723178",1,of,385.2514530864716,385.36506583375393,,of,NMOD,,of,NMOD
1102,lamps,lamps,lamps,"385,3487","385,7797",,,"7,37",2,2,4,3,13,7,6,26,2,22,1,NN,"10,69704212",lamps,NNS,"10,88137411","3,798890531","4,909411093","4,173471143",3,lamps,385.36506583375393,385.7773178024643,,lamps,PMOD,,lamps,PMOD
1103,hanging,hanging,hanging,"385,7797","386,0791",,,"9,29",1,1,3,2,19,18,6,29,2,23,1,VB|NN,"9,22009564",hanging,VBG,"1,889851537","2,798877229","5,729362605","5,271135843",2,hanging,385.7773178024643,386.11166388732386,,hanging,NMOD,,hanging,NMOD
1104,from,from,from,"386,0791","386,2946",,,"14,45",1,1,3,2,14,11,6,32,2,24,0,minor,"5,781319808",from,IN,"3,474803226","2,798877229","2,127412581","1,74659671",1,from,386.11166388732386,386.3291511464073,,from,VMOD,,from,VMOD
1105,the,the,the,"386,2946","386,4263",,,"16,96",1,1,3,2,5,4,6,33,2,25,0,minor,"1,872704033",the,DT,"1,960801277","2,798877229","1,448510136","1,241494221",1,the,386.3291511464073,386.4427638936897,,the,NMOD,,the,NMOD
1106,roof,roof,roof,"386,4263","386,8573",,,"8,64",17,0,3,19,23,61,5,35,1,26,1,NN,"7,072946671",roof,NN,"8,086237369","5,968807182","1,118174284","0,8243397787",4,roof,386.4427638936897,386.85176978390626,,roof,PMOD,,roof,PMOD
1107,there,There,There,"387,5996","387,7792",,,"14,09",2,2,5,3,6,2,3,2,5,1,0,minor|RB,"6,083259788",there,EX,"5,762548666","5,762548666","5,762548666","5,762548666",1,there,387.65355117187045,387.80828794137665,,There,SUB,,There,SUB
1108,were,were,were,"387,7792","387,8989",,,"13,41",1,1,3,2,4,1,5,3,5,2,0,VB,"4,706122076",were,VBD,"3,460884347","7,705776944","0,8897983718","0,9083347306",2,were,387.80828794137665,387.9900683370285,,were,VMOD,,were,VMOD
1109,doors,doors,doors,"387,8989","388,3898",,,"9,43",2,2,4,3,22,16,3,9,5,3,1,NN,"10,80601376",doors,NNS,"8,316114793","5,968807182","7,877952477","6,613759521",3,doors,387.9900683370285,388.4120585412202,,doors,PRD,,doors,PRD
1110,all,all,all,"388,3898","388,5739",,,"14,35",2,2,5,3,5,8,3,8,5,4,0,minor|RB,"5,945588994",all,DT,"2,889851551","2,798877229","4,475600503","4,381091649",1,all,388.4120585412202,388.593838936872,,all,SUB,,all,SUB
1111,round,around,around,"388,5739","388,9046",,,"10,76",1,1,3,2,6,3,4,10,5,5,1,JJ|NN|VB,"6,475195999",round,VBP,"4,693917617","2,798877229","8,909344712","6,013387457",1,around,388.593838936872,388.9379232572129,,round,NMOD,,round,VMOD
1112,the,the,the,"388,9046","388,9765",,,"16,96",1,1,3,2,5,4,4,11,5,6,0,minor,"4,014897567",the,DT,"2,358994154","3,133289086","3,726572156","2,228645018",1,the,388.9379232572129,389.0969811034082,,the,NMOD,,the,NMOD
1113,hall,hall,hall,"388,9765","389,3596",,,"10,42",8,0,2,9,4,3,3,13,4,7,1,NN,"6,70391633",hall,NN,"8,657476124","5,79889056","1,118174284","1,528691515",4,hall,389.0969811034082,389.38263601086106,,hall,OBJ,,hall,OBJ
1114,but,but,but,"389,8744","390,042",,,"14,57",1,1,3,3,7,19,2,2,2,3,0,minor,"4,642395223",but,CC,"2,921732095","2,647862377","3,144905869","3,148749339",1,but,389.9202533001205,389.99815918397127,,but,VMOD,,but,VMOD
1115,they,they,they,"390,042","390,2216",,,"14,3",2,2,4,3,5,3,2,4,2,4,0,minor,"4,79989261",they,PRP,"4,817360465","3,798890531","2,434661032","2,817732493",1,they,389.99815918397127,390.23836899251114,,they,SUB,,they,SUB
1116,were,were,were,"390,2216","390,3697",,,"13,41",1,1,3,2,3,1,3,5,3,5,0,VB,"5,219907199",were,VBD,"3,00144176","1,909829613","1,639557543","0,9806863245",1,were,390.23836899251114,390.4104111526816,,were,VMOD,,were,VMOD
1117,all,all,all,"390,3697","390,6048",,,"14,35",1,1,2,2,8,6,3,7,2,6,0,minor|RB,"4,787633739",all,RB,"3,427698285","4,573863136","2,752805408","2,449772483",1,all,390.4104111526816,390.66035919670287,,all,NMOD,,all,NMOD
1118,locked,locked,locked,"390,6048","391,1076",,,"9,27",4,4,4,6,6,14,1,9,1,7,1,VB,"11,4516717",locked,VBN,"9,389695515","5,79889056","4,59864472","2,74808827",4,locked,390.66035919670287,391.19596214817693,,locked,VC,,locked,VC
1119,and,and,and,"391,5027","391,6316",,,"16,19",1,1,3,2,2,0,2,1,5,1,0,minor,"3,531666322",and,CC,"1,889851537","2,798877229","5,42464214","7,518619515",1,and,391.5689584178043,391.65660253713645,,and,VMOD,,and,VMOD
1120,when,when,when,"391,6316","391,838",,,"13,76",2,2,4,3,2,1,2,2,5,2,0,minor,"6,377041644",when,WRB,"6,583064906","2,798877229","5,543201754","4,518619472",1,when,391.65660253713645,391.83513685429443,,when,VMOD,,when,VMOD
1121,Alice,Alice,Alice,"391,838","392,2",,,"8,65",2,2,4,3,2,1,2,3,5,3,1,NN,"4,406220521",alice,NNP,"8,156629025","5,968807182","4,722552638","5,644155149",2,Alice,391.83513685429443,392.2279123520421,,Alice,SUB,,Alice,SUB
1122,had,had,had,"392,2","392,2929",,,"13,53",1,1,3,2,3,1,3,4,5,4,0,VB,"4,090493893",had,VBD,"5,171378343","2,798877229","2,136793706","2,643683392",1,had,392.2279123520421,392.34801725631206,,had,SBAR,,had,SBAR
1123,been,been,been,"392,2929","392,4468",,,"13,51",1,1,3,2,12,10,2,7,7,5,0,VB,"7,299824995",been,VBN,"3,37066078","2,784300608","4,133807321","4,553665813",1,been,392.34801725631206,392.46812216058197,,been,VC,,been,VC
1124,all,all,all,"392,4468","392,7",,,"14,35",1,1,4,2,15,8,6,10,10,6,0,minor|RB,"4,947405298",all,PDT,"7,137793678","6,968807196","6,076736625","6,709763243",1,all,392.46812216058197,392.71157804761566,,all,NMOD,,all,NMOD
1125,the,the,the,"392,7","392,7838",,,"16,96",1,1,2,2,5,4,6,11,9,7,0,minor,"2,053654786",the,DT,"2,800850454","2,798877229","0,2610869386","0,00144341762",1,the,392.71157804761566,392.78623785297265,,the,NMOD,,the,NMOD
1126,way,way,way,"392,7838","392,9395",,,"13,1",2,2,2,3,4,3,5,13,8,8,1,NN,"4,875319573",way,NN,"7,086237354","7,499319113","1,118174284","1,063727883",2,way,392.78623785297265,392.9810025625996,,way,PRD,,way,PRD
1127,down,down,down,"392,9395","393,2268",,,"12,59",1,1,2,2,8,10,5,11,7,7,0,RB|minor|JJ|NN,"5,661172138",down,IN,"7,617779069","6,383848878","2,064794236","1,877723178",1,down,392.9810025625996,393.2699035485462,,down,VMOD,,down,VMOD
1128,one,one,one,"393,2268","393,4543",,,"14,17",1,1,4,2,5,4,5,12,9,8,1,minor|NN,"6,224131795",one,CD,"8,548051812","2,798877229","5,958874617","5,836428347",2,one,393.2699035485462,393.48414472913583,,one,NMOD,,one,NMOD
1129,side,side,side,"393,4543","393,8494",,,"11,63",2,2,2,3,4,3,4,14,8,9,1,NN|VB|JJ,"6,865920591",side,NN,"4,688170682","2,798877229","2,275806431","0,9041457792",3,side,393.48414472913583,393.8412133634519,,side,PMOD,,side,PMOD
1130,and,and,and,"393,8494","393,9307",,,"16,19",1,1,2,2,7,11,3,11,7,9,0,minor,"3,167202226",and,CC,"3,436401737","2,647862377","3,144905869","2,62593433",1,and,393.8412133634519,393.9608580243919,,and,PMOD,,and,VMOD
1131,up,up,up,"393,9307","394,1008",,,"13,74",1,1,3,2,3,1,4,12,8,10,0,minor|VB|JJ|RB,"7,720834293",up,RB,"9,503338675","4,383848849","3,116921946","3,387104324",2,up,393.9608580243919,394.07122469318045,,up,PMOD,,up,VMOD
1132,the,the,the,"394,1607","394,3095",,,"16,96",1,1,2,2,5,4,4,13,7,11,0,minor,"2,661639618",the,DT,"4,031192962","3,798890531","4,276716668","3,842739982",1,the,394.07122469318045,394.3374031296706,,the,NMOD,,the,NMOD
1133,other,other,other,"394,3095","394,6037",,,"13,71",4,4,2,5,4,3,3,15,6,12,1,JJ|NN,"5,247323025",other,JJ,"5,764309288","5,383848863","2,425519086","2,259239975",3,other,394.3374031296706,394.630010437441,,other,PMOD,,other,PMOD
1134,trying,trying,trying,"394,6037","395,0347",,,"11,98",1,1,4,3,9,14,2,11,5,8,1,VB|NN,"8,619268609",trying,VBG,"7,211773017","7,705776944","7,12244637","6,485267343",2,trying,394.630010437441,395.0428875170557,,trying,VMOD,,trying,VMOD
1135,every,every,every,"395,0347","395,3939",,,"12,35",1,1,3,2,3,2,3,11,5,9,0,minor|NN,"7,732163336",every,DT,"5,697206341","2,798877229","3,70189023","4,381091649",1,every,395.0428875170557,395.4226787008282,,every,NMOD,,every,NMOD
1136,door,door,door,"395,3939","395,801",,,"10,89",7,7,2,8,8,21,2,13,4,10,1,NN,"5,465648206",door,NN,"5,474803255","2,798877229","1,118174284","0,8245656698",4,door,395.4226787008282,395.8511610620075,,door,OBJ,,door,OBJ
1137,she,she,she,"396,3278","396,5313",,,"13,1",2,2,4,4,6,2,3,2,2,4,0,minor,"4,60247538",she,PRP,"4,25582174","2,798877229","3,664584978","3,719363572",1,she,396.33173779343014,396.56545544498243,,she,SUB,,she,SUB
1138,walked,walked,walked,"396,5313","396,8426",,,"9,61",1,1,3,2,7,5,3,4,4,5,1,VB,"7,034352258",walked,VBD,"7,101451785","4,383848849","1,639557543","1,107378018",3,walked,396.56545544498243,396.83812603846013,,walked,ROOT,,walked,ROOT
1139,sadly,sadly,sadly,"396,8426","397,4053",,,"8,49",1,1,3,2,13,10,3,7,5,6,1,RB,"8,056921443",sadly,RB,"5,211772988","5,120818597","2,752805408","2,449772483",1,sadly,396.83812603846013,397.4159280103534,,sadly,VMOD,,sadly,VMOD
1140,down,down,down,"397,4053","397,6927",,,"12,59",1,1,2,2,3,2,4,7,4,7,0,RB|minor|JJ|NN,"6,225216867",down,IN,"4,211772974","2,798877229","3,092296493","3,319243977",1,down,397.4159280103534,397.7243054672627,,down,VMOD,,down,VMOD
1141,the,the,the,"397,6927","397,7645",,,"16,96",1,1,3,2,5,4,4,8,4,8,0,minor,"3,041686663",the,DT,"3,337740473","2,798877229","1,448510136","1,5749095",1,the,397.7243054672627,397.78273488015077,,the,NMOD,,the,NMOD
1142,middle,middle,middle,"397,7645","398,2075",,,"10,72",3,3,2,4,4,3,3,10,3,9,1,NN|JJ,"6,923910996",middle,NN,"8,086237369","6,120818611","1,118174284","0,8243397787",4,middle,397.78273488015077,398.2112172413301,,middle,PMOD,,middle,PMOD
1143,wondering,wondering,wondering,"398,6265","399,1773",,,"10,64",1,1,5,3,21,25,2,7,2,8,1,VB|NN,"8,090532812",wondering,VBG,"4,697206326","5,383848863","5,651862022","5,423379808",3,wondering,398.67355848304857,399.1831928065724,,wondering,VMOD,,wondering,VMOD
1144,how,how,how,"399,1773","399,3688",,,"13,52",2,2,4,3,5,4,2,8,2,9,0,minor,"6,475519679",how,WRB,"4,697206326","2,798877229","6,418097957","6,892070657",2,how,399.1831928065724,399.4039261441496,,how,VMOD,,how,VMOD
1145,she,she,she,"399,3688","399,5484",,,"13,1",2,2,4,3,5,3,2,10,2,10,0,minor,"3,541554468",she,PRP,"3,503936535","2,798877229","1,093186741","1,602773833",1,she,399.4039261441496,399.6019369322703,,she,SUB,,she,SUB
1146,was,was,was,"399,5484","399,7879",,,"14,56",1,1,3,2,14,10,2,14,3,11,0,VB,"3,233119706",was,VBD,"3,307829832","5,383848863","1,639557543","1,138946301",2,was,399.6019369322703,399.86486929026665,,was,SBAR,,was,SBAR
1147,ever,ever,ever,"399,8118","400,0872",,,"12,07",2,2,3,3,5,3,2,16,2,12,0,RB|NN,"6,663541274",ever,RB,"10,4134141","8,606218773","2,752805408","2,449772483",2,ever,399.86486929026665,400.16026243320084,,ever,VMOD,,ever,VMOD
1148,to,to,to,"400,0872","400,2548",,,"16,35",1,1,4,2,6,3,3,18,2,13,0,minor,"3,385534468",to,TO,"6,282164659","2,798877229","5,503504713","4,863568485",1,to,400.16026243320084,400.2933516514459,,to,VMOD,,to,VMOD
1149,get,get,get,"400,2548","400,4225",,,"13,79",1,1,3,2,6,3,4,20,3,14,1,VB,"5,721416369",get,VB,"5,335348713","2,798877229","0,7199282567","0,9121748794",0,get,400.2933516514459,400.4394251836661,,get,VMOD,,get,VMOD
1150,out,out,out,"400,4225","400,6499",,,"13,9",2,2,3,3,7,6,3,22,2,15,0,minor|JJ,"4,328595261",out,RP,"3,511277996","3,494801233","3,948809146","3,573364832",1,out,400.4394251836661,400.63418989329307,,out,VMOD,,out,VMOD
1151,again,again,again,"400,6499","401,081",,,"12,43",11,0,4,13,3,26,1,18,1,16,1,RB,"5,515582124",again,RB,"4,80789297","2,647862377","3,712254646","3,307251817",4,again,400.63418989329307,401.1438242168169,,again,VMOD,,again,VMOD
1152,suddenly,Suddenly,Suddenly,"402,362","402,9487",,,"9,96",2,2,5,3,5,2,2,2,5,1,1,RB,"10,66457248",suddenly,RB,"12,55785156","12,55785156","3,875029123","3,875029123",3,suddenly,402.34411249000664,402.99982034575066,,Suddenly,VMOD,,Suddenly,VMOD
1153,she,she,she,"402,9487","403,1882",,,"13,1",2,2,3,3,2,1,2,3,4,2,0,minor,"3,702949708",she,PRP,"5,590306695","2,798877229","3,631830767","1,510457451",2,she,402.99982034575066,403.1848468198963,,she,SUB,,she,SUB
1154,came,came,came,"403,1882","403,4635",,,"11,65",1,1,3,2,4,1,4,4,4,3,1,VB,"5,417551271",came,VBD,"6,115171334","2,798877229","1,639557543","1,450426889",1,came,403.1848468198963,403.4705017273491,,came,VMOD,,came,VMOD
1155,upon,upon,upon,"403,4635","403,8203",,,"11,27",1,1,3,2,16,13,3,8,4,4,0,minor|NN,"6,732433012",upon,IN,"3,309650249","1,563704637","3,245693167","3,166598059",1,upon,403.4705017273491,403.8859997745532,,upon,VMOD,,upon,VMOD
1156,a,a,a,"403,8203","403,9784",,,"16,18",1,1,3,2,5,4,3,9,6,5,0,minor|NN,"2,762641777",a,DT,"1,894528812","0,4085307171","1,448510136","1,255200496",3,a,403.8859997745532,403.9833821293667,,a,NMOD,,a,NMOD
1157,little,little,little,"404,0742","404,4573",,,"12,57",1,1,2,2,5,3,3,11,5,6,1,JJ|RB|NN,"4,336574882",little,JJ,"3,42886096","3,133289086","2,425519086","2,414520182",2,little,404.0969948766491,404.44757135397754,,little,NMOD,,little,NMOD
1158,three,three,three,"404,5171","404,7686",,,"12,01",1,1,2,2,4,2,4,12,4,7,1,minor|NN,"8,976515128",three-legged,JJ,"8,878550439","8,656844958","3,786167546","3,237331874",1,three,404.44757135397754,404.77821260433194,,three-legged,NMOD,,three-legged,NMOD
1159,legged,legged,legged,"404,7686","405,1397",,,"6,22",,,2,2,4,2,3,13,5,7,1,VB|JJ,0,,,0,0,0,0,2,legged,404.77821260433194,405.21318712249877,,table,PMOD,,table,NMOD
1160,table,table,table,"405,1397","405,6905",,,"10,93",5,5,2,6,2,2,3,13,3,8,1,NN|VB,"5,441301972",table,NN,"2,889851551","2,798877229","1,281995168","0,705457938",4,table,405.21318712249877,405.75203615246664,,all,VMOD,,all,VMOD
1161,all,all,all,"406,0257","406,2293",,,"14,35",2,2,6,4,2,1,3,14,4,3,0,minor|RB,"5,722158958",all,DT,"6,059761573","2,798877229","4,899777501","4,519981462",1,all,406.0672196232195,406.22303139092105,,made,NMOD,,made,NMOD
1162,made,made,made,"406,2293","406,4807",,,"12,51",1,1,3,2,2,1,3,15,4,4,1,VB|NN,"8,182006411",made,VBD,"7,251636154","2,798877229","5,793874448","4,631133176",0,made,406.22303139092105,406.48271767042365,,of,VMOD,,of,VMOD
1163,of,of,of,"406,4807","406,5645",,,"16,21",1,1,3,2,3,1,4,16,4,5,0,minor,"3,337598054",of,IN,"4,25582174","3,798890531","3,245693167","3,116921946",2,of,406.48271767042365,406.567115711262,,solid,NMOD,,solid,NMOD
