Order,Text,AUDIOTEXT,TXTGRDTXT,StartTime,EndTime,stem,,LogFrqHAL,Close Brackets 3,Close Brackets Truncated,TDP,BUP,TDX,BUX,TDXStack,BUXStack,TDPennStack,BUPennStack,LexFunc,POS,EARLYX_SURPRISAL,Ngram Text,Ngram POS,2-gram lex,3-gram lex,2-gram pos,3-gram pos,Break Strength (post-word),Word,StartTimeCorrected,EndTimeCorrected,,TB-word,TB-arclabel,,TB-full-word,TB-full-arclabel
1656,toast,toast,toast,"574,1795","574,7942",,,"8,03",15,0,2,16,10,37,3,25,3,36,1,NN|VB,"9,873740849",toast,NN,"1,889851537","2,798877229","1,281995168","0,705457938",4,toast,574.1913877345222,574.7659436279217,,toast,PMOD,,toast,PMOD
1657,she,she,she,"575,8118","576,0633",,,"13,1",2,2,5,4,2,0,2,1,3,3,0,minor,"4,939555397",she,PRP,"1,889851537","2,798877229","3,664584978","3,771517843",1,she,575.8011402821104,576.1089026123249,,she,SUB,,she,SUB
1658,very,very,very,"576,0633","576,3746",,,"13,28",1,1,3,2,6,3,3,3,3,4,1,RB|JJ,"5,803956628",very,RB,"8,46267826","2,798877229","3,987177415","4,362189878",2,very,576.1089026123249,576.391311441284,,very,VMOD,,very,VMOD
1659,soon,soon,soon,"576,3746","576,8415",,,"11,41",2,2,2,3,1,1,2,4,2,5,1,RB,"6,526261548",soon,RB,"4,181344112","4,383848849","2,913423953","2,570285391",3,soon,576.391311441284,576.8327781164383,,soon,AMOD,,soon,AMOD
1660,finished,finished,finished,"577,0211","577,4009",,,"10,05",1,1,3,2,10,8,2,6,3,5,1,VB,"6,888870096",finished,VB,"4,049363909","2,324867987","3,024658716","3,898182962",2,finished,576.8327781164383,577.4138261668253,,finished,NMOD,,finished,NMOD
1661,it,it,it,"577,4009","577,5134",,,"15,37",2,2,3,3,11,8,2,9,2,6,0,minor|NN,"3,869219569",it,PRP,"5,590306695","4,383848849","2,453014685","2,420157494",0,it,577.4138261668253,577.5501614635641,,it,OBJ,,it,OBJ
1662,off,off,off,"577,5134","577,9669",,,"12,65",4,4,4,6,3,13,2,10,1,7,0,minor|NN|JJ|VB,"5,510770638",off,RP,"8,565691251","2,798877229","6,508720155","4,066106427",4,off,577.5501614635641,578.0013663741999,,off,VMOD,,off,VMOD
1663,what,What,what,"580,2418","580,3695",,,"14,1",2,2,5,3,3,0,3,1,4,1,0,minor,"5,561070893",what,WP,"5,669435022","5,669435022","5,384048179","5,384048179",0,what,580.2603346205444,580.3818387359047,,What,NMOD,,What,NMOD
1664,a,a,a,"580,3695","580,5171",,,"16,18",1,1,3,2,2,1,3,2,5,2,0,minor|NN,"4,175805893",a,DT,"3,440554147","3,086602709","3,386107746","3,146065222",2,a,580.3818387359047,580.4662367767431,,a,NMOD,,a,NMOD
1665,curious,curious,curious,"580,5171","581,3552",,,"9,92",1,1,2,2,5,3,3,4,4,3,1,JJ,"6,113342108",curious,JJ,"6,701890274","4,026376167","2,425519086","0,8494402674",2,curious,580.4662367767431,581.3069711066327,,curious,SBAR,,curious,SBAR
1666,feeling,feeling,feeling,"581,3552","581,9959",,,"10,53",3,3,2,4,1,1,2,5,3,4,1,NN|VB,"9,40221258",feeling,VBZ,"6,137793664","5,383848863","9,444374451","10,12796081",4,feeling,581.3069711066327,582.0600613171902,,feeling,ROOT,,feeling,ROOT
1667,said,said,said,"581,9959","582,2779",,,"12,77",2,2,4,4,5,5,5,2,2,3,1,VB,"4,123345992",said,VBD,"3,862073603","3,862073603","3,519682474","3,519682474",1,said,582.0600613171902,582.2664218575707,,said,ROOT,,said,ROOT
1668,Alice,Alice,Alice,"582,2779","582,8132",,,"8,65",2,2,4,4,42,48,2,13,1,3,1,NN,"4,787273147",alice,NNP,"1,99521313","1,523396361","3,807560763","1,478766257",4,Alice,582.2664218575707,582.8020248090447,,Alice,SUB,,Alice,SUB
1669,I,I,I,"582,879","583,0197",,,"15,79",2,2,4,3,5,2,2,2,2,1,0,minor|NN,"4,889248882",i,PRP,"6,045842694","5,421685624","4,608112215","3,58642001",1,I,582.9068283043968,583.0171949731854,,I,SUB,,I,SUB
1670,must,must,must,"583,0197","583,3188",,,"12,63",1,1,3,2,3,1,3,3,2,2,1,VB,"5,939535784",must,MD,"5,388466344","5,383848863","2,904501254","2,782802419",2,must,583.0171949731854,583.3515410580449,,must,VMOD,,must,VMOD
1671,be,be,be,"583,3188","583,4026",,,"14,95",1,1,3,2,7,6,2,5,2,3,0,VB,"4,455206615",be,VB,"1,212948893","1,116921918","0,7819087911","0,7785038148",2,be,583.3515410580449,583.4456773343645,,be,VC,,be,VC
1672,shutting,shutting,shutting,"583,4026","583,811",,,"7,6",1,1,3,2,7,4,2,8,3,4,1,VB,"10,60778178",shutting,VBG,"9,099292561","7,046806068","5,839584179","4,741686943",1,shutting,583.4456773343645,583.8287145966309,,shutting,VC,,shutting,VC
1673,up,up,up,"583,811","583,9893",,,"13,74",2,2,3,3,5,4,2,9,2,5,0,minor|VB|JJ|RB,"3,847647611",up,RP,"2,889851551","2,798877229","3,225446015","2,445626717",3,up,583.8287145966309,584.0137410707764,,up,VMOD,,up,VMOD
1674,like,like,like,"583,9893","584,1162",,,"13,87",1,1,3,2,3,2,3,9,2,6,0,minor|VB|NN|JJ,"5,087368778",like,IN,"5,963658193","2,798877229","1,512576841","1,416480105",0,like,584.0137410707764,584.124107739565,,like,VMOD,,like,VMOD
1675,a,a,a,"584,1162","584,2136",,,"16,18",1,1,3,2,5,4,3,10,2,7,0,minor|NN,"2,732027379",a,DT,"2,323373119","1,910895952","1,448510136","0,9916619749",2,a,584.124107739565,584.244212643835,,a,NMOD,,a,NMOD
1676,telescope,telescope,telescope,"584,2136","584,8633",,,"8,11",6,6,3,8,8,20,2,12,1,8,1,NN,"7,755385893",telescope,NN,"9,037205724","4,41338079","1,118174284","0,8243397787",4,telescope,584.244212643835,584.8966744210852,,telescope,PMOD,,telescope,PMOD
1677,and,And,And,"585,6654","585,8253",,,"16,19",1,1,4,2,2,0,2,1,9,1,0,minor,"6,284259999",and,CC,"4,560907616","4,560907616","3,955187248","3,955187248",2,and,585.7013998740449,585.8428395882092,,And,VMOD,,And,VMOD
1678,so,so,so,"585,8253","586,1045",,,"14,05",2,2,3,3,2,1,2,2,8,2,0,RB|minor,"5,125761651",so,RB,"7,739261979","5,433378811","3,116921946","2,256256884",0,so,585.8428395882092,586.0798033182554,,so,VMOD,,so,VMOD
1679,it,it,it,"586,1045","586,2162",,,"15,37",2,2,3,3,5,3,2,4,7,3,0,minor|NN,"3,105821468",it,PRP,"9,137793707","5,120818597","3,631830767","2,205315117",1,it,586.0798033182554,586.1609552805999,,it,SUB,,it,SUB
1680,was,was,was,"586,2162","586,4557",,,"14,56",1,1,3,2,4,1,4,5,7,4,0,VB,"3,382635501",was,VBD,"2,914407244","2,798877229","1,639557543","1,450426889",1,was,586.1609552805999,586.472578816003,,was,VMOD,,was,VMOD
1681,indeed,indeed,indeed,"586,4557","586,9585",,,"9,55",4,4,3,5,16,23,1,9,6,5,1,RB,"7,190544193",indeed,RB,"10,4134141","9,102647708","2,752805408","2,449772483",4,indeed,586.472578816003,587.0030773500516,,indeed,VMOD,,indeed,VMOD
1682,she,she,she,"587,4494","587,605",,,"13,1",2,2,6,4,5,2,2,2,5,3,0,minor,"4,707686966",she,PRP,"3,75181881","2,798877229","3,631830767","5,641165414",1,she,587.4380518682184,587.6097923867203,,she,SUB,,she,SUB
1683,was,was,was,"587,605","587,7846",,,"14,56",1,1,3,2,3,1,3,3,6,4,0,VB,"3,970324604",was,VBD,"3,307829832","3,798890531","1,639557543","1,450426889",1,was,587.6097923867203,587.7915727823721,,was,VMOD,,was,VMOD
1684,now,now,now,"587,7846","588,06",,,"13,3",2,2,3,3,4,4,2,4,5,5,1,RB|JJ|NN,"5,796843966",now,RB,"5,940039284","3,22383488","2,752805408","2,449772483",1,now,587.7915727823721,588.0772276898249,,now,VMOD,,now,VMOD
1685,only,only,only,"588,06","588,2875",,,"13,63",2,2,4,3,12,7,3,8,6,6,1,RB|JJ|NN,"5,68730599",only,RB,"5,658705194","5,383848863","2,913423953","2,471248748",2,only,588.0772276898249,588.3434061263151,,only,NMOD,,only,NMOD
1686,ten,ten,ten,"588,2875","588,5629",,,"10,57",1,1,2,2,2,1,3,9,5,7,1,minor|NN,"9,279857366",ten,CD,"7,533701069","3,798890531","7,151181049","7,788326857",1,ten,588.3434061263151,588.5544012284109,,ten,AMOD,,ten,AMOD
1687,inches,inches,inches,"588,5629","588,946",,,"9,55",2,2,4,3,8,4,2,12,5,8,1,NN|VB,"6,548006008",inches,NNS,"4,47480324","2,798877229","1,993406002","1,100979985",1,inches,588.5544012284109,588.9504228046524,,inches,AMOD,,inches,AMOD
1688,high,high,high,"588,946","589,2573",,,"12,13",5,5,2,6,1,15,1,9,4,9,1,JJ|RB|NN,"8,810726656",high,JJ,"0,817489963","2,798877229","5,107863077","2,033863764",4,high,588.9504228046524,589.297753203487,,high,PRD,,high,PRD
1689,and,and,and,"589,5805","589,7348",,,"16,19",1,1,3,3,2,0,2,1,2,5,0,minor,"2,737145753",and,CC,"3,34893537","4,798890545","3,984951723","1,738408157",1,and,589.6438518616135,589.7519018072887,,and,VMOD,,and,VMOD
1690,her,her,her,"589,7348","589,832",,,"13,3",1,1,4,2,6,3,3,3,3,6,0,minor,"4,61007628",her,PRP$,"9,100488455","4,383848849","6,221240498","5,254858396",2,her,589.7519018072887,589.9693890663722,,her,NMOD,,her,NMOD
1691,face,face,face,"589,832","590,251",,,"11,26",2,2,2,3,4,3,2,5,2,7,1,NN|VB,"6,239064399",face,NN,"4,955652332","4,383848849","0,6543633619","1,323373105",2,face,589.9693890663722,590.3037351512317,,face,SUB,,face,SUB
1692,brightened,brightened,brightened,"590,251","590,6041",,,"5,31",1,1,3,2,7,7,2,5,4,7,1,VB,"8,545803814",brightened,VBD,"5,796731306","5,79889056","3,51898487","3,237820197",1,brightened,590.3037351512317,590.6153586866348,,brightened,ROOT,,brightened,ROOT
1693,up,up,up,"590,6041","590,7898",,,"13,74",2,2,3,3,8,6,2,7,3,8,0,minor|VB|JJ|RB,"4,437244747",up,RP,"0,7518054787","2,798877229","4,080955445","4,507789986",3,up,590.6153586866348,590.790646925299,,up,VMOD,,up,VMOD
1694,at,at,at,"590,7898","590,8976",,,"14,5",1,1,3,2,6,3,3,9,3,9,0,minor,"3,789748759",at,IN,"5,963658193","3,798890531","1,512576841","1,628532063",0,at,590.790646925299,590.8458302596933,,at,VMOD,,at,VMOD
1695,the,the,the,"590,8976","591,0173",,,"16,96",1,1,3,2,5,4,3,10,3,10,0,minor,"1,83587427",the,DT,"1,82247287","1,910895952","1,448510136","0,9916619749",2,the,590.8458302596933,591.0039587505082,,the,NMOD,,the,NMOD
1696,thought,thought,thought,"591,0652","591,3765",,,"12,07",3,3,2,4,5,3,3,12,2,11,1,VB|NN,"6,758618208",thought,NN,"10,42158604","6,232834027","1,118174284","0,8243397787",2,thought,591.0039587505082,591.4431087025492,,thought,PMOD,,thought,PMOD
1697,that,that,that,"591,3765","591,5441",,,"15,48",1,1,3,2,2,1,3,13,2,10,0,minor|NN,"4,20304365",that,IN,"5,558382966","1,325934311","2,064794236","1,877723178",1,that,591.4431087025492,591.550229292844,,that,VMOD,,that,VMOD
1698,she,she,she,"591,5441","591,7237",,,"13,1",2,2,4,3,2,1,3,14,2,11,0,minor,"3,128021522",she,PRP,"3,256256898","4,383848849","2,127761383","2,421403217",1,she,591.550229292844,591.7514861594585,,she,SUB,,she,SUB
1699,was,was,was,"591,7237","591,9512",,,"14,56",1,1,3,2,4,1,5,15,4,12,0,VB,"4,173464636",was,VBD,"3,307829832","1,875912727","1,639557543","1,219911654",1,was,591.7514861594585,591.9462508690855,,was,SBAR,,was,SBAR
1700,now,now,now,"591,9512","592,1786",,,"13,3",2,2,3,3,6,7,3,16,3,13,1,RB|JJ|NN,"5,797954682",now,RB,"5,940039284","3,22383488","2,752805408","2,449772483",1,now,591.9462508690855,592.1864606776253,,now,VMOD,,now,VMOD
1701,the,the,the,"592,1786","592,3463",,,"16,96",1,1,3,2,10,5,5,19,4,14,0,minor,"3,565983461",the,DT,"7,796731335","5,383848863","4,276716668","4,126598737",1,the,592.1864606776253,592.3942097012274,,the,NMOD,,the,NMOD
1702,right,right,right,"592,3463","592,5737",,,"12,87",1,1,2,2,5,3,5,21,3,15,1,NN|JJ|RB|VB,"5,737580913",right,JJ,"7,211773017","2,798877229","2,425519086","2,259239975",2,right,592.3942097012274,592.5824822538667,,right,NMOD,,right,NMOD
1703,size,size,size,"592,5737","592,9808",,,"11,58",2,2,2,3,1,1,4,22,2,16,1,NN|VB,"6,215189926",size,NN,"2,941919452","2,784300608","1,281995168","0,5156330008",3,size,592.5824822538667,592.9948905932606,,size,PRD,,size,PRD
1704,for,for,for,"592,9808","593,1005",,,"15,42",1,1,3,2,8,10,4,20,2,15,0,minor,"5,011286465",for,IN,"3,452247334","5,120818597","2,064794236","2,119439953",1,for,592.9948905932606,593.1901247867678,,for,VMOD,,for,VMOD
1705,going,going,going,"593,1005","593,4957",,,"12,63",1,1,4,2,16,12,4,24,3,16,1,VB|NN,"8,337273055",going,VBG,"9,147227983","3,798890531","4,603793708","4,029100148",2,going,593.1901247867678,593.5471934210839,,going,PMOD,,going,PMOD
1706,through,through,through,"593,4957","593,7231",,,"12,63",1,1,3,2,13,8,6,27,3,17,0,minor|NN|JJ,"6,467326554",through,IN,"6,64475311","2,798877229","2,127412581","2,460874367",1,throught,593.5471934210839,593.7452042092045,,through,VMOD,,through,VMOD
1707,the,the,the,"593,7231","593,8069",,,"16,96",1,1,3,2,5,4,6,28,4,18,0,minor,"2,166157091",the,DT,"0,8087997991","2,798877229","1,448510136","1,241494221",1,the,593.7452042092045,593.8815395059434,,the,NMOD,,the,NMOD
1708,little,little,little,"593,8069","594,1422",,,"12,57",1,1,2,2,5,3,6,30,3,19,1,JJ|RB|NN,"4,321725738",little,JJ,"6,423280164","5,79889056","2,425519086","2,414520182",2,little,593.8815395059434,594.2061473553216,,little,NMOD,,little,NMOD
1709,door,door,door,"594,1422","594,5852",,,"10,89",3,3,2,4,1,1,5,31,2,20,1,NN,"5,055722533",door,NN,"4,405175627","2,334531476","1,281995168","0,5156330008",3,door,594.2061473553216,594.5534777541564,,door,PMOD,,door,PMOD
1710,into,into,into,"594,5852","594,8794",,,"13,24",1,1,3,2,8,12,5,27,2,18,0,minor,"5,332187347",into,IN,"6,796731321","5,383848863","2,064794236","2,119439953",1,into,594.5534777541564,594.8556761672749,,into,VMOD,,into,VMOD
1711,that,that,that,"594,8794","595,1",,,"15,48",1,1,3,2,5,4,5,28,3,19,0,minor|NN,"4,415815541",that,DT,"5,415041768","2,798877229","1,448510136","1,551038125",2,that,594.8556761672749,595.1380849962338,,that,NMOD,,that,NMOD
1712,lovely,lovely,lovely,"595,1","595,4233",,,"9,01",1,1,2,2,5,3,5,30,2,20,1,JJ|NN,"8,621205443",lovely,JJ,"8,051024931","1,910895952","2,425519086","2,414520182",2,lovely,595.1380849962338,595.4691850025996,,lovely,NMOD,,lovely,NMOD
1713,garden,garden,garden,"595,4233","595,974",,,"9,33",11,0,3,13,15,49,4,31,1,21,1,NN|VB,"5,686378861",garden,NN,"0,7518054787","1,325934311","1,281995168","0,5156330008",4,garden,595.4691850025996,595.9690810906421,,garden,PMOD,,garden,PMOD
1714,first,First,First,"596,9917","597,3748",,,"13,16",2,2,5,3,5,2,2,2,13,1,1,JJ|RB|NN,"8,851912753",first,RB,"8,655715502","8,655715502","3,875029123","3,875029123",2,first,597.0013340516648,597.3670666669265,,First,VMOD,,First,VMOD
1715,however,however,however,"597,3748","597,722",,,"12,35",2,2,4,4,2,1,2,3,11,3,0,RB|minor,"7,959627512",however,RB,"7,56226965","5,120818597","2,913423953","2,547932137",3,however,597.3670666669265,597.7695804001555,,however,VMOD,,however,VMOD
1716,she,she,she,"597,722","597,9376",,,"13,1",2,2,4,4,2,1,2,4,9,5,0,minor,"3,637437163",she,PRP,"1,738408157","2,798877229","3,631830767","3,898182962",1,she,597.7695804001555,598.0130362871892,,she,SUB,,she,SUB
1717,waited,waited,waited,"597,9376","598,2848",,,"8,76",1,1,3,2,7,5,2,6,9,6,1,VB,"6,754158287",waited,VBD,"7,346277886","5,383848863","1,639557543","1,450426889",2,waited,598.0130362871892,598.298691194642,,waited,VMOD,,waited,VMOD
1718,for,for,for,"598,2848","598,5721",,,"15,42",1,1,3,2,10,6,4,8,9,7,0,minor,"5,056406237",for,IN,"3,211238129","2,325934326","3,245693167","3,166598059",1,for,598.298691194642,598.6200529655264,,for,VMOD,,for,VMOD
1719,a,a,a,"598,5721","598,608",,,"16,18",1,1,4,2,5,4,4,9,11,8,0,minor|NN,"2,765470254",a,DT,"3,258831393","3,798890531","1,448510136","1,255200496",2,a,598.6200529655264,598.7174353203399,,a,NMOD,,a,NMOD
1720,few,few,few,"598,608","598,8834",,,"12,49",1,1,2,2,2,1,4,10,10,9,1,JJ|NN|RB,"6,892889866",few,JJ,"7,273129029","6,798890574","2,425519086","2,414520182",1,few,598.7174353203399,598.8667549310538,,few,NMOD,,few,NMOD
1721,minutes,minutes,minutes,"598,8834","599,3863",,,"11,06",2,2,2,3,8,4,3,13,9,10,1,NN|VB,"7,184668638",minutes,NNS,"0,5864066789","0,885632674","3,549579827","3,982759251",4,minutes,598.8667549310538,599.3666510190963,,minutes,SUB,,minutes,PMOD
1722,to,to,to,"599,6856","599,8053",,,"16,35",1,1,3,2,13,18,2,11,9,9,0,minor,"3,450536528",to,TO,"5,349300811","5,383848863","5,342324762","4,311297939",2,to,599.712906047906,599.8331673228594,,to,VMOD,,to,VMOD
1723,see,see,see,"599,8053","599,9969",,,"13,27",1,1,3,2,6,3,3,13,9,10,1,VB,"5,630897967",see,VB,"4,981696248","2,798877229","0,7199282567","0,5039431359",2,see,599.8331673228594,600.1058379163371,,see,SBAR,,see,VMOD
1724,if,if,if,"599,9969","600,1405",,,"14,65",1,1,3,2,7,6,2,15,9,11,0,minor,"5,686205233",if,IN,"4,053815293","2,610165137","3,102631012","2,695339374",2,if,600.1058379163371,600.1610212507314,,if,VMOD,,if,VMOD
1725,she,she,she,"600,1405","600,3321",,,"13,1",2,2,5,3,2,1,2,16,11,12,0,minor,"2,998740421",she,PRP,"3,416470169","1,646796024","2,127761383","1,897106628",1,she,600.1610212507314,600.346047724877,,she,SUB,,she,SUB
1726,was,was,was,"600,3321","600,5117",,,"14,56",1,1,3,2,3,1,3,17,11,13,0,VB,"4,205539227",was,VBD,"3,307829832","5,968807182","1,639557543","1,219911654",1,was,600.346047724877,600.5051055710724,,was,VMOD,,was,SBAR
1727,going,going,going,"600,5117","600,7751",,,"12,63",1,1,3,2,12,9,2,21,11,14,0,VB|NN,"7,684896174",going,VBG,"5,065574933","8,606218773","4,019964846","3,802444994",1,going,600.5051055710724,600.7972526355127,,going,VC,,going,VC
1728,to,to,to,"600,7751","600,8469",,,"16,35",1,1,4,2,8,6,2,23,11,15,0,minor,"3,36135413",to,TO,"1,171368319","0,6535195922","3,159356256","2,537494638",0,to,600.7972526355127,600.881650676351,,to,VMOD,,to,VMOD
1729,shrink,shrink,shrink,"600,8469","601,1877",,,"8,32",1,1,3,2,6,3,3,25,11,16,1,VB|NN,"10,99535986",shrink,VB,"11,39368186","6,383848878","0,7199282567","1,023137244",1,shrink,600.881650676351,601.2192428397044,,shrink,VMOD,,shrink,VMOD
1730,any,any,any,"601,1877","601,4097",,,"13,95",1,1,3,2,9,8,2,27,11,17,0,minor|RB,"6,10665103",any,DT,"1,889851537","2,798877229","2,759223373","2,592977481",2,any,601.2192428397044,601.4562065697505,,any,NMOD,,any,NMOD
1731,further,further,further,"601,4097","601,9365",,,"11,33",8,0,2,9,1,28,1,28,10,18,1,JJ|RB|VB,"8,335110315",further,RBR,"7,175265027","2,798877229","8,03488036","6,460751513",4,further,601.4562065697505,602.0143756999975,,further,OBJ,,further,OBJ
1732,she,she,she,"602,3914","602,5789",,,"13,1",2,2,7,4,5,2,2,2,11,14,0,minor,"4,588933043",she,PRP,"3,474803226","2,798877229","4,460884362","4,518619472",2,she,602.4202918824038,602.6033151184627,,she,SUB,,she,SUB
1733,felt,felt,felt,"602,5789","602,9063",,,"10,82",1,1,3,2,3,1,3,3,11,15,1,VB|NN|JJ,"6,367486482",felt,VBD,"5,414742795","2,798877229","1,639557543","0,6436833631",2,felt,602.6033151184627,602.9052004183844,,felt,SBAR,,felt,ROOT
1734,a,a,a,"602,9063","602,9706",,,"16,18",1,1,4,2,14,10,3,7,13,16,0,minor|NN,"3,552894285",a,DT,"2,756090795","4,026376167","2,245693153","2,991921114",1,a,602.9052004183844,603.0285514011481,,a,NMOD,,a,NMOD
1735,little,little,little,"602,9706","603,2774",,,"12,57",2,2,2,3,1,1,2,8,12,17,1,JJ|RB|NN,"4,314670399",little,RB,"3,42886096","2,325934326","5,563565173","5,370660809",1,little,603.0285514011481,603.3369288580574,,little,AMOD,,little,AMOD
1736,nervous,nervous,nervous,"603,2774","603,6965",,,"8,81",1,1,2,2,2,2,2,8,11,17,1,JJ|NN,"8,0630536",nervous,JJ,"6,740491078","6,183902026","3,1155666","0,8028967328",3,nervous,603.3369288580574,603.7037357278548,,nervous,PRD,,nervous,PRD
1737,about,about,about,"603,6965","603,9958",,,"14,08",1,1,3,2,3,1,3,9,11,18,0,minor|RB|JJ,"8,525665662",about,IN,"2,073733545","1,325934311","3,225216802","1,835435033",2,about,603.7037357278548,604.0737886761459,,about,AMOD,,about,AMOD
1738,this,this,this,"603,9958","604,4148",,,"14,99",6,6,3,7,8,19,2,10,10,19,0,minor|NN,"4,525903202",this,DT,"5,903531295","3,798890531","1,448510136","2,050686008",4,this,604.0737886761459,604.4341033889558,,this,PMOD,,this,PMOD
1739,for,for,for,"605,0853","605,2749",,,"15,42",1,1,6,3,3,0,3,1,12,16,0,minor,"7,426186718",for,IN,"8,955951363","4,383848849","6,034880331","6,61615131",0,for,605.0099021227622,605.2241433033519,,for,VMOD,,for,VMOD
1740,it,it,it,"605,2749","605,3355",,,"15,37",2,2,4,3,2,1,3,2,12,17,0,minor|NN,"2,945705259",it,PRP,"3,936916643","2,798877229","2,127761383","1,653519607",1,it,605.2241433033519,605.324771736659,,it,SUB,,it,SUB
1741,might,might,might,"605,3355","605,6361",,,"12,53",1,1,3,2,3,1,4,3,12,18,0,VB|NN,"6,67012378",might,MD,"6,218184324","6,120818611","2,904501254","3,150307324",2,might,605.324771736659,605.7662384118135,,might,SBAR,,might,SBAR
1742,end,end,end,"605,7199","606,103",,,"12,33",5,5,3,6,11,8,4,6,11,19,1,NN|VB,"8,514971962",end,VB,"6,697206355","5,79889056","0,7819087911","0,7785038148",2,end,605.7662384118135,606.1103227321544,,end,VC,,end,VC
1743,you,you,you,"606,103","606,2719",,,"15,43",2,2,4,4,8,6,4,8,9,18,0,minor,"4,032793067",you,PRP,"6,059761573","2,798877229","2,453014685","2,343135269",1,you,606.1103227321544,606.2466580288932,,you,SUB,,you,SUB
1744,know,know,know,"606,2719","606,6312",,,"13,59",12,0,3,13,4,1,6,9,8,19,1,VB|NN,"5,815063873",know,VBP,"3,192585503","2,798877229","2,544058768","4,165631392",4,know,606.2466580288932,606.623203134172,,know,VMOD,,know,VMOD
1745,said,said,said,"606,7376","606,9645",,,"12,77",2,2,4,4,25,33,5,2,6,3,1,VB,"4,660154761",said,VBD,"4,675480916","4,816729299","5,756336661","5,335348713",1,said,606.7368158814543,606.9620373942729,,said,ROOT,,said,VMOD
1746,Alice,Alice,Alice,"606,9645","607,3362",,,"8,65",2,2,4,3,8,10,2,3,6,4,1,NN,"4,742258954",alice,NNP,"1,99521313","2,325934326","3,807560763","2,380380727",2,Alice,606.9620373942729,607.3710432844894,,Alice,SUB,,Alice,SUB
1747,to,to,to,"607,3362","607,4559",,,"16,35",1,1,3,2,13,7,4,7,6,5,0,minor,"3,389487603",to,TO,"5,460884376","5,421685624","6,389462936","4,808789891",1,to,607.3710432844894,607.4879021102655,,to,VMOD,,to,VMOD
1748,herself,herself,herself,"607,4559","608,1623",,,"9,88",4,4,3,5,4,4,3,8,5,6,0,minor,"5,11718482",herself,PRP,"4,013420647","0,5864066789","2,993495708","1,416480105",4,herself,607.4879021102655,608.0202589832459,,herself,PMOD,,herself,PMOD
1749,in,in,in,"608,3778","608,5005",,,"15,9",1,1,5,3,12,10,4,9,4,6,0,minor|RB|JJ,"3,663235376",in,IN,"3,569112764","4,816729299","4,592565591","1,985675875",1,in,608.4292648734623,608.509185838758,,in,PMOD,,in,VMOD
1750,my,my,my,"608,5005","608,6532",,,"14,39",1,1,4,2,5,4,4,10,5,7,0,minor,"5,220765212",my,PRP$,"5,339301808","5,60621873","3,822908071","4,286848549",1,my,608.509185838758,608.7429034903103,,my,SUB,,my,SUB
1751,going,going,going,"608,6532","609,0914",,,"12,63",2,2,2,3,10,7,4,13,4,8,1,VB|NN,"8,154472905",going,VBG,"7,747832554","5,968807182","7,350164541","8,621433204",1,going,608.7429034903103,609.0999721246262,,going,PMOD,,going,PMOD
